"date","intersection","vehicule"
"2016-07-14 12:00:00","S3",8
"2016-07-14 12:00:00","N",7
"2016-07-14 13:00:00","I1",54
"2016-07-14 13:00:00","I2",12
"2016-07-14 13:00:00","I3",13
"2016-07-14 13:00:00","S1",6
"2016-07-14 13:00:00","S2",3
"2016-07-14 13:00:00","S3",5
"2016-07-14 13:00:00","N",3
"2016-07-14 14:00:00","I1",58
"2016-07-14 14:00:00","I2",18
"2016-07-14 14:00:00","I3",15
"2016-07-14 14:00:00","S1",8
"2016-07-14 14:00:00","S2",5
"2016-07-14 14:00:00","S3",4
"2016-07-14 14:00:00","N",5
"2016-07-14 15:00:00","I1",57
"2016-07-14 15:00:00","I2",16
"2016-07-14 15:00:00","I3",11
"2016-07-14 15:00:00","S1",8
"2016-07-14 15:00:00","S2",2
"2016-07-14 15:00:00","S3",4
"2016-07-14 15:00:00","N",3
"2016-07-14 16:00:00","I1",57
"2016-07-14 16:00:00","I2",16
"2016-07-14 16:00:00","I3",33
"2016-07-14 16:00:00","S1",6
"2016-07-14 16:00:00","S2",4
"2016-07-14 16:00:00","S3",23
"2016-07-14 16:00:00","N",13
"2016-07-14 17:00:00","I1",56
"2016-07-14 17:00:00","I2",17
"2016-07-14 17:00:00","I3",21
"2016-07-14 17:00:00","S1",9
"2016-07-14 17:00:00","S2",3
"2016-07-14 17:00:00","S3",13
"2016-07-14 17:00:00","N",8
"2016-07-14 18:00:00","I1",58
"2016-07-14 18:00:00","I2",14
"2016-07-14 18:00:00","I3",20
"2016-07-14 18:00:00","S1",10
"2016-07-14 18:00:00","S2",3
"2016-07-14 18:00:00","S3",15
"2016-07-14 18:00:00","N",8
"2016-07-14 19:00:00","I1",59
"2016-07-14 19:00:00","I2",16
"2016-07-14 19:00:00","I3",20
"2016-07-14 19:00:00","S1",11
"2016-07-14 19:00:00","S2",3
"2016-07-14 19:00:00","S3",9
"2016-07-14 19:00:00","N",9
"2016-07-14 20:00:00","I1",59
"2016-07-14 20:00:00","I2",18
"2016-07-14 20:00:00","I3",16
"2016-07-14 20:00:00","S1",10
"2016-07-14 20:00:00","S2",4
"2016-07-14 20:00:00","S3",4
"2016-07-14 20:00:00","N",7
"2016-07-14 21:00:00","I1",52
"2016-07-14 21:00:00","I2",16
"2016-07-14 21:00:00","I3",13
"2016-07-14 21:00:00","S1",7
"2016-07-14 21:00:00","S2",2
"2016-07-14 21:00:00","S3",5
"2016-07-14 21:00:00","N",4
"2016-07-14 22:00:00","I1",49
"2016-07-14 22:00:00","I2",11
"2016-07-14 22:00:00","I3",8
"2016-07-14 22:00:00","S1",7
"2016-07-14 22:00:00","S2",4
"2016-07-14 22:00:00","S3",3
"2016-07-14 22:00:00","N",3
"2016-07-14 23:00:00","I1",49
"2016-07-14 23:00:00","I2",13
"2016-07-14 23:00:00","I3",15
"2016-07-14 23:00:00","S1",5
"2016-07-14 23:00:00","S2",5
"2016-07-14 23:00:00","S3",5
"2016-07-14 23:00:00","N",7
"2016-07-15 00:00:00","I1",45
"2016-07-15 00:00:00","I2",14
"2016-07-15 00:00:00","I3",21
"2016-07-15 00:00:00","S1",8
"2016-07-15 00:00:00","S2",2
"2016-07-15 00:00:00","S3",12
"2016-07-15 00:00:00","N",8
"2016-07-15 01:00:00","I1",41
"2016-07-15 01:00:00","I2",14
"2016-07-15 01:00:00","I3",15
"2016-07-15 01:00:00","S1",5
"2016-07-15 01:00:00","S2",3
"2016-07-15 01:00:00","S3",7
"2016-07-15 01:00:00","N",5
"2016-07-15 02:00:00","I1",32
"2016-07-15 02:00:00","I2",12
"2016-07-15 02:00:00","I3",7
"2016-07-15 02:00:00","S1",5
"2016-07-15 02:00:00","S2",3
"2016-07-15 02:00:00","S3",3
"2016-07-15 02:00:00","N",2
"2016-07-15 03:00:00","I1",30
"2016-07-15 03:00:00","I2",14
"2016-07-15 03:00:00","I3",9
"2016-07-15 03:00:00","S1",5
"2016-07-15 03:00:00","S2",4
"2016-07-15 03:00:00","S3",3
"2016-07-15 03:00:00","N",2
"2016-07-15 04:00:00","I1",24
"2016-07-15 04:00:00","I2",8
"2016-07-15 04:00:00","I3",8
"2016-07-15 04:00:00","S1",4
"2016-07-15 04:00:00","S2",1
"2016-07-15 04:00:00","S3",3
"2016-07-15 04:00:00","N",2
"2016-07-15 05:00:00","I1",19
"2016-07-15 05:00:00","I2",8
"2016-07-15 05:00:00","I3",3
"2016-07-15 05:00:00","S1",6
"2016-07-15 05:00:00","S2",1
"2016-07-15 05:00:00","S3",2
"2016-07-15 05:00:00","N",1
"2016-07-15 06:00:00","I1",23
"2016-07-15 06:00:00","I2",6
"2016-07-15 06:00:00","I3",5
"2016-07-15 06:00:00","S1",3
"2016-07-15 06:00:00","S2",2
"2016-07-15 06:00:00","S3",2
"2016-07-15 06:00:00","N",1
"2016-07-15 07:00:00","I1",25
"2016-07-15 07:00:00","I2",7
"2016-07-15 07:00:00","I3",9
"2016-07-15 07:00:00","S1",4
"2016-07-15 07:00:00","S2",1
"2016-07-15 07:00:00","S3",5
"2016-07-15 07:00:00","N",3
"2016-07-15 08:00:00","I1",31
"2016-07-15 08:00:00","I2",8
"2016-07-15 08:00:00","I3",9
"2016-07-15 08:00:00","S1",6
"2016-07-15 08:00:00","S2",1
"2016-07-15 08:00:00","S3",3
"2016-07-15 08:00:00","N",3
"2016-07-15 09:00:00","I1",39
"2016-07-15 09:00:00","I2",13
"2016-07-15 09:00:00","I3",12
"2016-07-15 09:00:00","S1",4
"2016-07-15 09:00:00","S2",2
"2016-07-15 09:00:00","S3",3
"2016-07-15 09:00:00","N",5
"2016-07-15 10:00:00","I1",49
"2016-07-15 10:00:00","I2",16
"2016-07-15 10:00:00","I3",14
"2016-07-15 10:00:00","S1",7
"2016-07-15 10:00:00","S2",2
"2016-07-15 10:00:00","S3",4
"2016-07-15 10:00:00","N",5
"2016-07-15 11:00:00","I1",56
"2016-07-15 11:00:00","I2",15
"2016-07-15 11:00:00","I3",21
"2016-07-15 11:00:00","S1",8
"2016-07-15 11:00:00","S2",2
"2016-07-15 11:00:00","S3",11
"2016-07-15 11:00:00","N",8
"2016-07-15 12:00:00","I1",62
"2016-07-15 12:00:00","I2",16
"2016-07-15 12:00:00","I3",20
"2016-07-15 12:00:00","S1",8
"2016-07-15 12:00:00","S2",2
"2016-07-15 12:00:00","S3",10
"2016-07-15 12:00:00","N",7
"2016-07-15 13:00:00","I1",50
"2016-07-15 13:00:00","I2",17
"2016-07-15 13:00:00","I3",21
"2016-07-15 13:00:00","S1",9
"2016-07-15 13:00:00","S2",3
"2016-07-15 13:00:00","S3",8
"2016-07-15 13:00:00","N",8
"2016-07-15 14:00:00","I1",54
"2016-07-15 14:00:00","I2",17
"2016-07-15 14:00:00","I3",23
"2016-07-15 14:00:00","S1",8
"2016-07-15 14:00:00","S2",5
"2016-07-15 14:00:00","S3",12
"2016-07-15 14:00:00","N",7
"2016-07-15 15:00:00","I1",50
"2016-07-15 15:00:00","I2",14
"2016-07-15 15:00:00","I3",17
"2016-07-15 15:00:00","S1",8
"2016-07-15 15:00:00","S2",2
"2016-07-15 15:00:00","S3",9
"2016-07-15 15:00:00","N",8
"2016-07-15 16:00:00","I1",47
"2016-07-15 16:00:00","I2",13
"2016-07-15 16:00:00","I3",19
"2016-07-15 16:00:00","S1",7
"2016-07-15 16:00:00","S2",3
"2016-07-15 16:00:00","S3",10
"2016-07-15 16:00:00","N",7
"2016-07-15 17:00:00","I1",49
"2016-07-15 17:00:00","I2",17
"2016-07-15 17:00:00","I3",15
"2016-07-15 17:00:00","S1",6
"2016-07-15 17:00:00","S2",2
"2016-07-15 17:00:00","S3",4
"2016-07-15 17:00:00","N",4
"2016-07-15 18:00:00","I1",53
"2016-07-15 18:00:00","I2",16
"2016-07-15 18:00:00","I3",98
"2016-07-15 18:00:00","S1",4
"2016-07-15 18:00:00","S2",3
"2016-07-15 18:00:00","S3",87
"2016-07-15 18:00:00","N",40
"2016-07-15 19:00:00","I1",57
"2016-07-15 19:00:00","I2",17
"2016-07-15 19:00:00","I3",114
"2016-07-15 19:00:00","S1",7
"2016-07-15 19:00:00","S2",5
"2016-07-15 19:00:00","S3",102
"2016-07-15 19:00:00","N",31
"2016-07-15 20:00:00","I1",50
"2016-07-15 20:00:00","I2",13
"2016-07-15 20:00:00","I3",68
"2016-07-15 20:00:00","S1",11
"2016-07-15 20:00:00","S2",4
"2016-07-15 20:00:00","S3",61
"2016-07-15 20:00:00","N",30
"2016-07-15 21:00:00","I1",48
"2016-07-15 21:00:00","I2",13
"2016-07-15 21:00:00","I3",58
"2016-07-15 21:00:00","S1",7
"2016-07-15 21:00:00","S2",4
"2016-07-15 21:00:00","S3",48
"2016-07-15 21:00:00","N",23
"2016-07-15 22:00:00","I1",50
"2016-07-15 22:00:00","I2",13
"2016-07-15 22:00:00","I3",45
"2016-07-15 22:00:00","S1",9
"2016-07-15 22:00:00","S2",3
"2016-07-15 22:00:00","S3",35
"2016-07-15 22:00:00","N",19
"2016-07-15 23:00:00","I1",44
"2016-07-15 23:00:00","I2",13
"2016-07-15 23:00:00","I3",33
"2016-07-15 23:00:00","S1",11
"2016-07-15 23:00:00","S2",4
"2016-07-15 23:00:00","S3",25
"2016-07-15 23:00:00","N",15
"2016-07-16 00:00:00","I1",42
"2016-07-16 00:00:00","I2",14
"2016-07-16 00:00:00","I3",27
"2016-07-16 00:00:00","S1",6
"2016-07-16 00:00:00","S2",2
"2016-07-16 00:00:00","S3",20
"2016-07-16 00:00:00","N",13
"2016-07-16 01:00:00","I1",33
"2016-07-16 01:00:00","I2",13
"2016-07-16 01:00:00","I3",22
"2016-07-16 01:00:00","S1",6
"2016-07-16 01:00:00","S2",3
"2016-07-16 01:00:00","S3",14
"2016-07-16 01:00:00","N",8
"2016-07-16 02:00:00","I1",30
"2016-07-16 02:00:00","I2",8
"2016-07-16 02:00:00","I3",12
"2016-07-16 02:00:00","S1",4
"2016-07-16 02:00:00","S2",2
"2016-07-16 02:00:00","S3",7
"2016-07-16 02:00:00","N",4
"2016-07-16 03:00:00","I1",20
"2016-07-16 03:00:00","I2",9
"2016-07-16 03:00:00","I3",7
"2016-07-16 03:00:00","S1",2
"2016-07-16 03:00:00","S2",3
"2016-07-16 03:00:00","S3",3
"2016-07-16 03:00:00","N",2
"2016-07-16 04:00:00","I1",18
"2016-07-16 04:00:00","I2",6
"2016-07-16 04:00:00","I3",13
"2016-07-16 04:00:00","S1",3
"2016-07-16 04:00:00","S2",2
"2016-07-16 04:00:00","S3",9
"2016-07-16 04:00:00","N",5
"2016-07-16 05:00:00","I1",14
"2016-07-16 05:00:00","I2",8
"2016-07-16 05:00:00","I3",10
"2016-07-16 05:00:00","S1",3
"2016-07-16 05:00:00","S2",2
"2016-07-16 05:00:00","S3",5
"2016-07-16 05:00:00","N",5
"2016-07-16 06:00:00","I1",14
"2016-07-16 06:00:00","I2",6
"2016-07-16 06:00:00","I3",8
"2016-07-16 06:00:00","S1",3
"2016-07-16 06:00:00","S2",1
"2016-07-16 06:00:00","S3",5
"2016-07-16 06:00:00","N",3
"2016-07-16 07:00:00","I1",20
"2016-07-16 07:00:00","I2",6
"2016-07-16 07:00:00","I3",11
"2016-07-16 07:00:00","S1",3
"2016-07-16 07:00:00","S2",2
"2016-07-16 07:00:00","S3",7
"2016-07-16 07:00:00","N",4
"2016-07-16 08:00:00","I1",20
"2016-07-16 08:00:00","I2",6
"2016-07-16 08:00:00","I3",23
"2016-07-16 08:00:00","S1",4
"2016-07-16 08:00:00","S2",1
"2016-07-16 08:00:00","S3",20
"2016-07-16 08:00:00","N",10
"2016-07-16 09:00:00","I1",23
"2016-07-16 09:00:00","I2",8
"2016-07-16 09:00:00","I3",27
"2016-07-16 09:00:00","S1",4
"2016-07-16 09:00:00","S2",2
"2016-07-16 09:00:00","S3",21
"2016-07-16 09:00:00","N",11
"2016-07-16 10:00:00","I1",32
"2016-07-16 10:00:00","I2",10
"2016-07-16 10:00:00","I3",27
"2016-07-16 10:00:00","S1",5
"2016-07-16 10:00:00","S2",3
"2016-07-16 10:00:00","S3",20
"2016-07-16 10:00:00","N",10
"2016-07-16 11:00:00","I1",32
"2016-07-16 11:00:00","I2",6
"2016-07-16 11:00:00","I3",28
"2016-07-16 11:00:00","S1",6
"2016-07-16 11:00:00","S2",1
"2016-07-16 11:00:00","S3",25
"2016-07-16 11:00:00","N",13
"2016-07-16 12:00:00","I1",31
"2016-07-16 12:00:00","I2",11
"2016-07-16 12:00:00","I3",26
"2016-07-16 12:00:00","S1",5
"2016-07-16 12:00:00","S2",4
"2016-07-16 12:00:00","S3",19
"2016-07-16 12:00:00","N",10
"2016-07-16 13:00:00","I1",27
"2016-07-16 13:00:00","I2",6
"2016-07-16 13:00:00","I3",27
"2016-07-16 13:00:00","S1",6
"2016-07-16 13:00:00","S2",2
"2016-07-16 13:00:00","S3",24
"2016-07-16 13:00:00","N",9
"2016-07-16 14:00:00","I1",30
"2016-07-16 14:00:00","I2",8
"2016-07-16 14:00:00","I3",27
"2016-07-16 14:00:00","S1",4
"2016-07-16 14:00:00","S2",2
"2016-07-16 14:00:00","S3",22
"2016-07-16 14:00:00","N",9
"2016-07-16 15:00:00","I1",27
"2016-07-16 15:00:00","I2",7
"2016-07-16 15:00:00","I3",29
"2016-07-16 15:00:00","S1",3
"2016-07-16 15:00:00","S2",1
"2016-07-16 15:00:00","S3",25
"2016-07-16 15:00:00","N",11
"2016-07-16 16:00:00","I1",29
"2016-07-16 16:00:00","I2",8
"2016-07-16 16:00:00","I3",26
"2016-07-16 16:00:00","S1",5
"2016-07-16 16:00:00","S2",1
"2016-07-16 16:00:00","S3",21
"2016-07-16 16:00:00","N",10
"2016-07-16 17:00:00","I1",29
"2016-07-16 17:00:00","I2",12
"2016-07-16 17:00:00","I3",29
"2016-07-16 17:00:00","S1",6
"2016-07-16 17:00:00","S2",3
"2016-07-16 17:00:00","S3",22
"2016-07-16 17:00:00","N",10
"2016-07-16 18:00:00","I1",30
"2016-07-16 18:00:00","I2",7
"2016-07-16 18:00:00","I3",32
"2016-07-16 18:00:00","S1",5
"2016-07-16 18:00:00","S2",2
"2016-07-16 18:00:00","S3",27
"2016-07-16 18:00:00","N",14
"2016-07-16 19:00:00","I1",42
"2016-07-16 19:00:00","I2",9
"2016-07-16 19:00:00","I3",84
"2016-07-16 19:00:00","S1",4
"2016-07-16 19:00:00","S2",2
"2016-07-16 19:00:00","S3",80
"2016-07-16 19:00:00","N",32
"2016-07-16 20:00:00","I1",40
"2016-07-16 20:00:00","I2",11
"2016-07-16 20:00:00","I3",134
"2016-07-16 20:00:00","S1",6
"2016-07-16 20:00:00","S2",1
"2016-07-16 20:00:00","S3",126
"2016-07-16 20:00:00","N",59
"2016-07-16 21:00:00","I1",36
"2016-07-16 21:00:00","I2",12
"2016-07-16 21:00:00","I3",105
"2016-07-16 21:00:00","S1",5
"2016-07-16 21:00:00","S2",3
"2016-07-16 21:00:00","S3",99
"2016-07-16 21:00:00","N",46
"2016-07-16 22:00:00","I1",34
"2016-07-16 22:00:00","I2",11
"2016-07-16 22:00:00","I3",111
"2016-07-16 22:00:00","S1",6
"2016-07-16 22:00:00","S2",3
"2016-07-16 22:00:00","S3",103
"2016-07-16 22:00:00","N",45
"2016-07-16 23:00:00","I1",37
"2016-07-16 23:00:00","I2",11
"2016-07-16 23:00:00","I3",56
"2016-07-16 23:00:00","S1",4
"2016-07-16 23:00:00","S2",4
"2016-07-16 23:00:00","S3",50
"2016-07-16 23:00:00","N",23
"2016-07-17 00:00:00","I1",35
"2016-07-17 00:00:00","I2",8
"2016-07-17 00:00:00","I3",36
"2016-07-17 00:00:00","S1",3
"2016-07-17 00:00:00","S2",3
"2016-07-17 00:00:00","S3",30
"2016-07-17 00:00:00","N",16
"2016-07-17 01:00:00","I1",23
"2016-07-17 01:00:00","I2",10
"2016-07-17 01:00:00","I3",20
"2016-07-17 01:00:00","S1",3
"2016-07-17 01:00:00","S2",3
"2016-07-17 01:00:00","S3",13
"2016-07-17 01:00:00","N",6
"2016-07-17 02:00:00","I1",22
"2016-07-17 02:00:00","I2",5
"2016-07-17 02:00:00","I3",11
"2016-07-17 02:00:00","S1",4
"2016-07-17 02:00:00","S2",2
"2016-07-17 02:00:00","S3",8
"2016-07-17 02:00:00","N",4
"2016-07-17 03:00:00","I1",17
"2016-07-17 03:00:00","I2",9
"2016-07-17 03:00:00","I3",7
"2016-07-17 03:00:00","S1",2
"2016-07-17 03:00:00","S2",2
"2016-07-17 03:00:00","S3",3
"2016-07-17 03:00:00","N",3
"2016-07-17 04:00:00","I1",14
"2016-07-17 04:00:00","I2",7
"2016-07-17 04:00:00","I3",10
"2016-07-17 04:00:00","S1",3
"2016-07-17 04:00:00","S2",3
"2016-07-17 04:00:00","S3",6
"2016-07-17 04:00:00","N",5
"2016-07-17 05:00:00","I1",14
"2016-07-17 05:00:00","I2",4
"2016-07-17 05:00:00","I3",6
"2016-07-17 05:00:00","S1",1
"2016-07-17 05:00:00","S2",1
"2016-07-17 05:00:00","S3",4
"2016-07-17 05:00:00","N",2
"2016-07-17 06:00:00","I1",14
"2016-07-17 06:00:00","I2",4
"2016-07-17 06:00:00","I3",10
"2016-07-17 06:00:00","S1",2
"2016-07-17 06:00:00","S2",1
"2016-07-17 06:00:00","S3",8
"2016-07-17 06:00:00","N",4
"2016-07-17 07:00:00","I1",14
"2016-07-17 07:00:00","I2",7
"2016-07-17 07:00:00","I3",11
"2016-07-17 07:00:00","S1",1
"2016-07-17 07:00:00","S2",1
"2016-07-17 07:00:00","S3",6
"2016-07-17 07:00:00","N",4
"2016-07-17 08:00:00","I1",21
"2016-07-17 08:00:00","I2",5
"2016-07-17 08:00:00","I3",11
"2016-07-17 08:00:00","S1",2
"2016-07-17 08:00:00","S2",2
"2016-07-17 08:00:00","S3",8
"2016-07-17 08:00:00","N",4
"2016-07-17 09:00:00","I1",27
"2016-07-17 09:00:00","I2",5
"2016-07-17 09:00:00","I3",17
"2016-07-17 09:00:00","S1",6
"2016-07-17 09:00:00","S2",1
"2016-07-17 09:00:00","S3",14
"2016-07-17 09:00:00","N",7
"2016-07-17 10:00:00","I1",29
"2016-07-17 10:00:00","I2",8
"2016-07-17 10:00:00","I3",16
"2016-07-17 10:00:00","S1",4
"2016-07-17 10:00:00","S2",2
"2016-07-17 10:00:00","S3",12
"2016-07-17 10:00:00","N",7
"2016-07-17 11:00:00","I1",34
"2016-07-17 11:00:00","I2",10
"2016-07-17 11:00:00","I3",15
"2016-07-17 11:00:00","S1",6
"2016-07-17 11:00:00","S2",3
"2016-07-17 11:00:00","S3",9
"2016-07-17 11:00:00","N",6
"2016-07-17 12:00:00","I1",35
"2016-07-17 12:00:00","I2",10
"2016-07-17 12:00:00","I3",24
"2016-07-17 12:00:00","S1",6
"2016-07-17 12:00:00","S2",3
"2016-07-17 12:00:00","S3",18
"2016-07-17 12:00:00","N",12
"2016-07-17 13:00:00","I1",33
"2016-07-17 13:00:00","I2",7
"2016-07-17 13:00:00","I3",30
"2016-07-17 13:00:00","S1",3
"2016-07-17 13:00:00","S2",1
"2016-07-17 13:00:00","S3",25
"2016-07-17 13:00:00","N",10
"2016-07-17 14:00:00","I1",28
"2016-07-17 14:00:00","I2",9
"2016-07-17 14:00:00","I3",20
"2016-07-17 14:00:00","S1",3
"2016-07-17 14:00:00","S2",1
"2016-07-17 14:00:00","S3",14
"2016-07-17 14:00:00","N",6
"2016-07-17 15:00:00","I1",27
"2016-07-17 15:00:00","I2",11
"2016-07-17 15:00:00","I3",20
"2016-07-17 15:00:00","S1",4
"2016-07-17 15:00:00","S2",2
"2016-07-17 15:00:00","S3",14
"2016-07-17 15:00:00","N",7
"2016-07-17 16:00:00","I1",29
"2016-07-17 16:00:00","I2",12
"2016-07-17 16:00:00","I3",18
"2016-07-17 16:00:00","S1",2
"2016-07-17 16:00:00","S2",5
"2016-07-17 16:00:00","S3",11
"2016-07-17 16:00:00","N",9
"2016-07-17 17:00:00","I1",28
"2016-07-17 17:00:00","I2",9
"2016-07-17 17:00:00","I3",17
"2016-07-17 17:00:00","S1",5
"2016-07-17 17:00:00","S2",3
"2016-07-17 17:00:00","S3",12
"2016-07-17 17:00:00","N",5
"2016-07-17 18:00:00","I1",32
"2016-07-17 18:00:00","I2",12
"2016-07-17 18:00:00","I3",15
"2016-07-17 18:00:00","S1",6
"2016-07-17 18:00:00","S2",2
"2016-07-17 18:00:00","S3",9
"2016-07-17 18:00:00","N",5
"2016-07-17 19:00:00","I1",36
"2016-07-17 19:00:00","I2",12
"2016-07-17 19:00:00","I3",18
"2016-07-17 19:00:00","S1",4
"2016-07-17 19:00:00","S2",2
"2016-07-17 19:00:00","S3",10
"2016-07-17 19:00:00","N",9
"2016-07-17 20:00:00","I1",38
"2016-07-17 20:00:00","I2",10
"2016-07-17 20:00:00","I3",13
"2016-07-17 20:00:00","S1",7
"2016-07-17 20:00:00","S2",4
"2016-07-17 20:00:00","S3",5
"2016-07-17 20:00:00","N",5
"2016-07-17 21:00:00","I1",36
"2016-07-17 21:00:00","I2",7
"2016-07-17 21:00:00","I3",14
"2016-07-17 21:00:00","S1",6
"2016-07-17 21:00:00","S2",2
"2016-07-17 21:00:00","S3",10
"2016-07-17 21:00:00","N",4
"2016-07-17 22:00:00","I1",37
"2016-07-17 22:00:00","I2",8
"2016-07-17 22:00:00","I3",17
"2016-07-17 22:00:00","S1",4
"2016-07-17 22:00:00","S2",2
"2016-07-17 22:00:00","S3",11
"2016-07-17 22:00:00","N",6
"2016-07-17 23:00:00","I1",35
"2016-07-17 23:00:00","I2",9
"2016-07-17 23:00:00","I3",20
"2016-07-17 23:00:00","S1",5
"2016-07-17 23:00:00","S2",3
"2016-07-17 23:00:00","S3",14
"2016-07-17 23:00:00","N",6
"2016-07-18 00:00:00","I1",35
"2016-07-18 00:00:00","I2",14
"2016-07-18 00:00:00","I3",10
"2016-07-18 00:00:00","S1",6
"2016-07-18 00:00:00","S2",3
"2016-07-18 00:00:00","S3",4
"2016-07-18 00:00:00","N",3
"2016-07-18 01:00:00","I1",26
"2016-07-18 01:00:00","I2",11
"2016-07-18 01:00:00","I3",9
"2016-07-18 01:00:00","S1",3
"2016-07-18 01:00:00","S2",3
"2016-07-18 01:00:00","S3",4
"2016-07-18 01:00:00","N",3
"2016-07-18 02:00:00","I1",19
"2016-07-18 02:00:00","I2",6
"2016-07-18 02:00:00","I3",5
"2016-07-18 02:00:00","S1",4
"2016-07-18 02:00:00","S2",2
"2016-07-18 02:00:00","S3",2
"2016-07-18 02:00:00","N",1
"2016-07-18 03:00:00","I1",20
"2016-07-18 03:00:00","I2",6
"2016-07-18 03:00:00","I3",7
"2016-07-18 03:00:00","S1",3
"2016-07-18 03:00:00","S2",2
"2016-07-18 03:00:00","S3",2
"2016-07-18 03:00:00","N",3
"2016-07-18 04:00:00","I1",15
"2016-07-18 04:00:00","I2",8
"2016-07-18 04:00:00","I3",8
"2016-07-18 04:00:00","S1",2
"2016-07-18 04:00:00","S2",2
"2016-07-18 04:00:00","S3",4
"2016-07-18 04:00:00","N",2
"2016-07-18 05:00:00","I1",19
"2016-07-18 05:00:00","I2",7
"2016-07-18 05:00:00","I3",7
"2016-07-18 05:00:00","S1",3
"2016-07-18 05:00:00","S2",2
"2016-07-18 05:00:00","S3",3
"2016-07-18 05:00:00","N",3
"2016-07-18 06:00:00","I1",19
"2016-07-18 06:00:00","I2",8
"2016-07-18 06:00:00","I3",4
"2016-07-18 06:00:00","S1",3
"2016-07-18 06:00:00","S2",2
"2016-07-18 06:00:00","S3",2
"2016-07-18 06:00:00","N",1
"2016-07-18 07:00:00","I1",23
"2016-07-18 07:00:00","I2",6
"2016-07-18 07:00:00","I3",7
"2016-07-18 07:00:00","S1",4
"2016-07-18 07:00:00","S2",2
"2016-07-18 07:00:00","S3",3
"2016-07-18 07:00:00","N",3
"2016-07-18 08:00:00","I1",26
"2016-07-18 08:00:00","I2",10
"2016-07-18 08:00:00","I3",6
"2016-07-18 08:00:00","S1",4
"2016-07-18 08:00:00","S2",4
"2016-07-18 08:00:00","S3",2
"2016-07-18 08:00:00","N",2
"2016-07-18 09:00:00","I1",33
"2016-07-18 09:00:00","I2",16
"2016-07-18 09:00:00","I3",16
"2016-07-18 09:00:00","S1",4
"2016-07-18 09:00:00","S2",4
"2016-07-18 09:00:00","S3",4
"2016-07-18 09:00:00","N",6
"2016-07-18 10:00:00","I1",42
"2016-07-18 10:00:00","I2",14
"2016-07-18 10:00:00","I3",26
"2016-07-18 10:00:00","S1",8
"2016-07-18 10:00:00","S2",4
"2016-07-18 10:00:00","S3",18
"2016-07-18 10:00:00","N",11
"2016-07-18 11:00:00","I1",68
"2016-07-18 11:00:00","I2",15
"2016-07-18 11:00:00","I3",23
"2016-07-18 11:00:00","S1",15
"2016-07-18 11:00:00","S2",4
"2016-07-18 11:00:00","S3",13
"2016-07-18 11:00:00","N",10
"2016-07-18 12:00:00","I1",69
"2016-07-18 12:00:00","I2",15
"2016-07-18 12:00:00","I3",26
"2016-07-18 12:00:00","S1",7
"2016-07-18 12:00:00","S2",3
"2016-07-18 12:00:00","S3",15
"2016-07-18 12:00:00","N",10
"2016-07-18 13:00:00","I1",60
"2016-07-18 13:00:00","I2",15
"2016-07-18 13:00:00","I3",27
"2016-07-18 13:00:00","S1",8
"2016-07-18 13:00:00","S2",2
"2016-07-18 13:00:00","S3",17
"2016-07-18 13:00:00","N",10
"2016-07-18 14:00:00","I1",61
"2016-07-18 14:00:00","I2",16
"2016-07-18 14:00:00","I3",21
"2016-07-18 14:00:00","S1",10
"2016-07-18 14:00:00","S2",4
"2016-07-18 14:00:00","S3",10
"2016-07-18 14:00:00","N",9
"2016-07-18 15:00:00","I1",58
"2016-07-18 15:00:00","I2",16
"2016-07-18 15:00:00","I3",18
"2016-07-18 15:00:00","S1",10
"2016-07-18 15:00:00","S2",4
"2016-07-18 15:00:00","S3",9
"2016-07-18 15:00:00","N",8
"2016-07-18 16:00:00","I1",60
"2016-07-18 16:00:00","I2",17
"2016-07-18 16:00:00","I3",15
"2016-07-18 16:00:00","S1",12
"2016-07-18 16:00:00","S2",2
"2016-07-18 16:00:00","S3",7
"2016-07-18 16:00:00","N",5
"2016-07-18 17:00:00","I1",58
"2016-07-18 17:00:00","I2",18
"2016-07-18 17:00:00","I3",14
"2016-07-18 17:00:00","S1",9
"2016-07-18 17:00:00","S2",3
"2016-07-18 17:00:00","S3",5
"2016-07-18 17:00:00","N",5
"2016-07-18 18:00:00","I1",64
"2016-07-18 18:00:00","I2",15
"2016-07-18 18:00:00","I3",19
"2016-07-18 18:00:00","S1",8
"2016-07-18 18:00:00","S2",3
"2016-07-18 18:00:00","S3",10
"2016-07-18 18:00:00","N",7
"2016-07-18 19:00:00","I1",62
"2016-07-18 19:00:00","I2",17
"2016-07-18 19:00:00","I3",18
"2016-07-18 19:00:00","S1",9
"2016-07-18 19:00:00","S2",3
"2016-07-18 19:00:00","S3",5
"2016-07-18 19:00:00","N",6
"2016-07-18 20:00:00","I1",61
"2016-07-18 20:00:00","I2",16
"2016-07-18 20:00:00","I3",14
"2016-07-18 20:00:00","S1",9
"2016-07-18 20:00:00","S2",5
"2016-07-18 20:00:00","S3",4
"2016-07-18 20:00:00","N",6
"2016-07-18 21:00:00","I1",53
"2016-07-18 21:00:00","I2",16
"2016-07-18 21:00:00","I3",15
"2016-07-18 21:00:00","S1",8
"2016-07-18 21:00:00","S2",5
"2016-07-18 21:00:00","S3",3
"2016-07-18 21:00:00","N",7
"2016-07-18 22:00:00","I1",53
"2016-07-18 22:00:00","I2",15
"2016-07-18 22:00:00","I3",15
"2016-07-18 22:00:00","S1",6
